Time,SM10,SM45,SM80,Temp,Humd,Prsr,Lmns
2020-11-29 04:02:27,32.258,45.045,67.5675,8.84,100.0,98.947,0.0
2020-11-29 04:04:09,32.4675,44.2477,66.6666,8.76,100.0,98.943,0.0
2020-11-29 04:05:51,32.4675,45.045,66.6666,8.57,100.0,98.944,0.0
2020-11-29 04:07:33,32.4675,45.045,66.6666,8.47,100.0,98.943,0.0
2020-11-29 04:09:15,32.258,44.642799999999994,67.5675,8.4,100.0,98.946,0.0
2020-11-29 04:11:05,32.258,44.642799999999994,67.5675,8.4,100.0,98.938,0.0
2020-11-29 04:12:55,32.4675,44.2477,66.6666,8.43,100.0,98.938,0.0
2020-11-29 04:15:09,32.4675,44.642799999999994,67.5675,8.55,100.0,98.933,0.0
2020-11-29 04:16:51,32.4675,44.642799999999994,66.6666,8.57,100.0,98.926,0.0
2020-11-29 04:18:33,32.258,44.642799999999994,67.5675,8.59,100.0,98.932,0.0
2020-11-29 04:20:15,32.4675,44.2477,67.5675,8.61,100.0,98.928,0.0
2020-11-29 04:21:57,32.6797,44.642799999999994,66.6666,8.64,100.0,98.92,0.0
2020-11-29 04:23:40,32.6797,44.642799999999994,66.6666,8.68,100.0,98.925,0.0
2020-11-29 04:25:22,32.6797,44.642799999999994,67.5675,8.67,100.0,98.917,0.0
2020-11-29 04:27:04,32.6797,44.642799999999994,66.6666,8.64,100.0,98.919,0.0
2020-11-29 04:28:46,32.4675,44.642799999999994,67.5675,8.75,100.0,98.914,0.0
2020-11-29 04:30:28,32.6797,43.8596,66.6666,8.81,100.0,98.915,0.0
2020-11-29 04:32:10,32.6797,43.8596,66.6666,8.84,100.0,98.916,0.0
2020-11-29 04:33:52,32.4675,43.8596,67.5675,8.88,100.0,98.917,0.0
2020-11-29 04:35:34,32.4675,44.2477,67.5675,8.92,100.0,98.914,0.0
2020-11-29 04:37:24,32.6797,44.2477,67.5675,8.85,100.0,98.914,0.0
2020-11-29 04:39:14,32.6797,43.8596,66.6666,8.76,100.0,98.906,0.0
2020-11-29 04:41:04,32.4675,43.8596,67.5675,8.63,100.0,98.909,0.0
2020-11-29 04:43:20,32.4675,44.2477,67.5675,8.56,100.0,98.909,0.0
2020-11-29 04:45:02,32.6797,44.2477,67.5675,8.47,100.0,98.908,0.0
2020-11-29 04:46:44,32.6797,43.8596,66.6666,8.39,100.0,98.911,0.0
2020-11-29 04:48:26,32.6797,44.2477,67.5675,8.39,100.0,98.908,0.0
2020-11-29 04:50:08,32.6797,43.8596,66.6666,8.31,100.0,98.91,0.0
2020-11-29 04:51:50,32.6797,43.478199999999994,66.6666,8.18,100.0,98.906,0.0
2020-11-29 04:53:32,32.6797,43.8596,67.5675,8.1,100.0,98.91,0.0
2020-11-29 04:55:14,32.6797,43.8596,67.5675,8.03,100.0,98.907,0.0
2020-11-29 04:56:56,32.6797,43.478199999999994,68.4931,8.1,100.0,98.907,0.0
2020-11-29 04:58:38,32.6797,43.478199999999994,68.4931,8.21,100.0,98.914,0.0
2020-11-29 05:00:20,32.6797,43.478199999999994,68.4931,8.34,100.0,98.909,0.0
2020-11-29 05:02:02,32.4675,43.8596,68.4931,8.39,100.0,98.902,0.0
2020-11-29 05:03:44,32.6797,43.8596,67.5675,8.43,100.0,98.901,0.0
2020-11-29 05:05:36,32.4675,43.478199999999994,68.4931,8.55,100.0,98.899,0.0
2020-11-29 05:07:27,32.6797,43.8596,68.4931,8.63,100.0,98.894,0.0
2020-11-29 05:09:41,32.6797,43.8596,68.4931,8.71,100.0,98.906,0.0
2020-11-29 05:11:23,32.8947,43.8596,68.4931,8.72,100.0,98.896,0.0
2020-11-29 05:13:06,32.8947,43.8596,67.5675,8.73,100.0,98.895,0.0
2020-11-29 05:14:49,32.8947,43.8596,67.5675,8.77,100.0,98.891,0.0
2020-11-29 05:16:32,32.8947,43.478199999999994,68.4931,8.6,100.0,98.892,0.0
2020-11-29 05:18:15,32.8947,43.478199999999994,68.4931,8.55,100.0,98.884,0.0
2020-11-29 05:19:58,32.8947,43.8596,67.5675,8.52,100.0,98.887,0.0
2020-11-29 05:21:41,32.8947,43.1034,68.4931,8.42,100.0,98.888,0.0
2020-11-29 05:23:24,32.8947,43.1034,67.5675,8.4,100.0,98.89,0.0
2020-11-29 05:25:07,32.8947,43.478199999999994,68.4931,8.31,100.0,98.896,0.0
2020-11-29 05:26:50,32.8947,43.1034,67.5675,8.31,100.0,98.895,0.0
2020-11-29 05:28:33,32.8947,43.1034,68.4931,8.27,100.0,98.889,0.0
2020-11-29 05:30:16,32.8947,43.1034,68.4931,8.31,100.0,98.882,0.0
2020-11-29 05:32:07,32.8947,43.478199999999994,68.4931,8.31,100.0,98.887,0.0
2020-11-29 05:33:58,32.8947,43.478199999999994,68.4931,8.19,100.0,98.891,0.0
2020-11-29 05:36:11,32.6797,43.1034,68.4931,8.18,100.0,98.887,0.0
2020-11-29 05:37:54,32.8947,43.1034,67.5675,8.1,100.0,98.886,0.0
2020-11-29 05:39:37,32.8947,43.478199999999994,62.5,8.1,100.0,98.887,0.0
2020-11-29 05:41:20,32.8947,43.1034,58.8235,8.18,100.0,98.881,0.0
2020-11-29 05:43:03,32.8947,43.478199999999994,57.471199999999996,8.31,100.0,98.881,0.0
2020-11-29 05:44:46,32.8947,43.1034,56.8181,8.34,100.0,98.879,0.0
2020-11-29 05:46:29,32.8947,43.478199999999994,54.945,8.35,100.0,98.877,0.0
2020-11-29 05:48:12,32.8947,43.478199999999994,53.763400000000004,8.38,100.0,98.869,0.0
2020-11-29 05:49:55,33.1125,42.735,53.1914,8.44,100.0,98.872,0.0
2020-11-29 05:51:38,33.1125,43.478199999999994,53.1914,8.51,100.0,98.884,0.0
