,Timestamp,S_M_10cm,S_M_45cm,S_M_80cm,Temperature,Humidity,Pressure,Luxes,Battery,Readings,a,b,c
1212,1606595003,3164.55,4761.9,6666.66,11.21,100.0,98906.26,0.0,48,1213, Sat, 20/11/28, 20:23:23
1213,1606595103,3164.55,4761.9,6666.66,11.15,100.0,98912.28,0.0,48,1214, Sat, 20/11/28, 20:25:03
1214,1606595211,3184.71,4716.98,6756.75,11.1,100.0,98907.69,0.0,48,1215, Sat, 20/11/28, 20:26:51
1215,1606595346,3164.55,4761.9,6756.75,11.09,100.0,98910.32,0.0,48,1216, Sat, 20/11/28, 20:29:06
1216,1606595447,3164.55,4761.9,6756.75,11.09,100.0,98912.99,0.0,48,1217, Sat, 20/11/28, 20:30:47
1217,1606595548,3164.55,4761.9,6756.75,11.17,100.0,98908.61,0.0,48,1218, Sat, 20/11/28, 20:32:28
1218,1606595649,3164.55,4761.9,6666.66,11.28,100.0,98909.85,0.0,45,1219, Sat, 20/11/28, 20:34:09
1219,1606595750,3184.71,4716.98,6756.75,11.47,100.0,98913.06,0.0,43,1220, Sat, 20/11/28, 20:35:50
1220,1606595851,3164.55,4761.9,6756.75,11.72,100.0,98914.51,0.0,48,1221, Sat, 20/11/28, 20:37:31
1221,1606595952,3164.55,4716.98,6666.66,11.8,100.0,98915.48,0.0,48,1222, Sat, 20/11/28, 20:39:12
1222,1606596053,3164.55,4761.9,6756.75,11.53,100.0,98912.35,0.0,48,1223, Sat, 20/11/28, 20:40:53
1223,1606596154,3164.55,4716.98,6666.66,11.22,100.0,98912.22,0.0,48,1224, Sat, 20/11/28, 20:42:34
1224,1606596255,3164.55,4716.98,6756.75,10.93,100.0,98921.05,0.0,48,1225, Sat, 20/11/28, 20:44:15
1225,1606596356,3164.55,4672.89,6666.66,10.6,100.0,98919.55,0.0,48,1226, Sat, 20/11/28, 20:45:56
1226,1606596457,3164.55,4672.89,6666.66,10.35,100.0,98919.78,0.0,48,1227, Sat, 20/11/28, 20:47:37
1227,1606596558,3205.12,4672.89,6756.75,10.11,100.0,98923.35,0.0,48,1228, Sat, 20/11/28, 20:49:18
1228,1606596667,3184.71,4672.89,6756.75,9.94,100.0,98931.30,0.0,48,1229, Sat, 20/11/28, 20:51:07
1229,1606596776,3184.71,4672.89,6666.66,9.86,100.0,98933.95,0.0,48,1230, Sat, 20/11/28, 20:52:56
1230,1606596885,3205.12,4672.89,6756.75,9.85,100.0,98928.00,0.0,48,1231, Sat, 20/11/28, 20:54:45
1231,1606596994,3184.71,4716.98,6756.75,9.89,100.0,98930.95,0.0,48,1232, Sat, 20/11/28, 20:56:34
1232,1606597128,3184.71,4716.98,6756.75,9.89,100.0,98933.61,0.0,46,1233, Sat, 20/11/28, 20:58:48
1233,1606597229,3184.71,4716.98,6756.75,9.89,100.0,98931.98,0.0,48,1234, Sat, 20/11/28, 21:00:29
1234,1606597330,3184.71,4672.89,6756.75,9.89,100.0,98937.92,0.0,48,1235, Sat, 20/11/28, 21:02:10
1235,1606597431,3205.12,4672.89,6756.75,9.9,100.0,98935.28,0.0,48,1236, Sat, 20/11/28, 21:03:51
1236,1606597532,3184.71,4629.62,6666.66,9.89,100.0,98925.85,0.0,48,1237, Sat, 20/11/28, 21:05:32
1237,1606597633,3184.71,4672.89,6756.75,9.89,100.0,98933.61,0.0,48,1238, Sat, 20/11/28, 21:07:13
1238,1606597734,3184.71,4672.89,6666.66,9.9,100.0,98939.56,0.0,48,1239, Sat, 20/11/28, 21:08:54
1239,1606597835,3184.71,4672.89,6666.66,9.89,100.0,98938.90,0.0,48,1240, Sat, 20/11/28, 21:10:35
1240,1606597936,3184.71,4629.62,6756.75,9.76,100.0,98943.86,0.0,44,1241, Sat, 20/11/28, 21:12:16
1241,1606598037,3184.71,4629.62,6756.75,9.63,100.0,98941.08,0.0,47,1242, Sat, 20/11/28, 21:13:57
1242,1606598138,3205.12,4629.62,6756.75,9.57,100.0,98936.45,0.0,48,1243, Sat, 20/11/28, 21:15:38
1243,1606598239,3184.71,4672.89,6666.66,9.47,100.0,98942.89,0.0,47,1244, Sat, 20/11/28, 21:17:19
1244,1606598340,3205.12,4629.62,6756.75,9.31,100.0,98948.85,0.0,47,1245, Sat, 20/11/28, 21:19:00
1245,1606598449,3205.12,4629.62,6756.75,9.18,100.0,98948.48,0.0,47,1246, Sat, 20/11/28, 21:20:49
1246,1606598557,3184.71,4629.62,6756.75,9.13,100.0,98949.12,0.0,43,1247, Sat, 20/11/28, 21:22:37
1247,1606598667,3184.71,4629.62,6756.75,9.17,100.0,98959.36,0.0,47,1248, Sat, 20/11/28, 21:24:27
1248,1606598776,3184.71,4587.15,6756.75,9.27,100.0,98952.80,0.0,47,1249, Sat, 20/11/28, 21:26:16
1249,1606598885,3205.12,4587.15,6756.75,9.34,100.0,98959.25,0.0,47,1250, Sat, 20/11/28, 21:28:05
1250,1606598994,3184.71,4587.15,6756.75,9.23,100.0,98955.92,0.0,42,1251, Sat, 20/11/28, 21:29:54
1251,1606599125,3225.8,4587.15,6756.75,9.11,100.0,98963.31,0.0,47,1252, Sat, 20/11/28, 21:32:05
1252,1606599226,3205.12,4587.15,6666.66,9.09,100.0,98965.30,0.0,47,1253, Sat, 20/11/28, 21:33:46
1253,1606599327,3205.12,4587.15,6666.66,9.09,100.0,98956.70,0.0,43,1254, Sat, 20/11/28, 21:35:27
1254,1606599428,3205.12,4587.15,6756.75,9.03,100.0,98961.31,0.0,47,1255, Sat, 20/11/28, 21:37:08
1255,1606599529,3205.12,4629.62,6666.66,8.98,100.0,98955.85,0.0,47,1256, Sat, 20/11/28, 21:38:49
1256,1606599631,3205.12,4587.15,6666.66,8.86,100.0,98960.62,0.0,43,1257, Sat, 20/11/28, 21:40:31
1257,1606599732,3205.12,4587.15,6666.66,8.81,100.0,98948.05,0.0,47,1258, Sat, 20/11/28, 21:42:12
1258,1606599833,3205.12,4587.15,6666.66,8.88,100.0,98949.06,0.0,46,1259, Sat, 20/11/28, 21:43:53
1259,1606599934,3205.12,4587.15,6666.66,8.96,100.0,98939.49,0.0,47,1260, Sat, 20/11/28, 21:45:34
1260,1606600035,3225.8,4587.15,6756.75,9.01,100.0,98945.94,0.0,46,1261, Sat, 20/11/28, 21:47:15
1261,1606600136,3225.8,4587.15,6756.75,9.14,100.0,98940.19,0.0,46,1262, Sat, 20/11/28, 21:48:56
1262,1606600237,3205.12,4545.45,6666.66,9.15,100.0,98936.56,0.0,46,1263, Sat, 20/11/28, 21:50:37
1263,1606600338,3225.8,4545.45,6756.75,9.06,100.0,98940.82,0.0,46,1264, Sat, 20/11/28, 21:52:18
1264,1606600447,3225.8,4545.45,6756.75,8.89,100.0,98943.78,0.0,46,1265, Sat, 20/11/28, 21:54:07
1265,1606600579,3205.12,4545.45,6666.66,8.81,100.0,98940.11,0.0,46,1266, Sat, 20/11/28, 21:56:19
1266,1606600680,3205.12,4545.45,6666.66,8.81,100.0,98946.24,0.0,46,1267, Sat, 20/11/28, 21:58:00
1267,1606600781,3225.8,4545.45,6756.75,8.81,100.0,98941.92,0.0,46,1268, Sat, 20/11/28, 21:59:41
1268,1606600882,3205.12,4545.45,6666.66,8.69,100.0,98946.69,0.0,46,1269, Sat, 20/11/28, 22:01:22
1269,1606600983,3205.12,4545.45,6666.66,8.56,100.0,98948.92,0.0,46,1270, Sat, 20/11/28, 22:03:03
1270,1606601085,3205.12,4545.45,6756.75,8.47,100.0,98960.48,0.0,46,1271, Sat, 20/11/28, 22:04:45
1271,1606601186,3205.12,4545.45,6666.66,8.47,100.0,98960.48,0.0,46,1272, Sat, 20/11/28, 22:06:26
1272,1606601287,3246.75,4545.45,6666.66,8.56,100.0,98958.52,0.0,46,1273, Sat, 20/11/28, 22:08:07
1273,1606601388,3205.12,4545.45,6666.66,8.65,100.0,98965.49,0.0,46,1274, Sat, 20/11/28, 22:09:48
1274,1606601490,3205.12,4545.45,6666.66,8.68,100.0,98957.25,0.0,44,1275, Sat, 20/11/28, 22:11:30
1275,1606601592,3225.8,4504.5,6666.66,8.68,100.0,98959.22,0.0,46,1276, Sat, 20/11/28, 22:13:12
1276,1606601694,3225.8,4504.5,6666.66,8.76,100.0,98963.56,0.0,40,1277, Sat, 20/11/28, 22:14:54
1277,1606601796,3246.75,4504.5,6666.66,8.84,100.0,98958.31,0.0,46,1278, Sat, 20/11/28, 22:16:36
1278,1606601931,3246.75,4504.5,6756.75,8.85,100.0,98961.75,0.0,46,1279, Sat, 20/11/28, 22:18:51
1279,1606602033,3246.75,4504.5,6666.66,8.85,100.0,98961.75,0.0,45,1280, Sat, 20/11/28, 22:20:33
1280,1606602135,3246.75,4504.5,6756.75,8.8,100.0,98960.42,0.0,46,1281, Sat, 20/11/28, 22:22:15
1281,1606602237,3225.8,4504.5,6756.75,8.75,100.0,98953.98,0.0,45,1282, Sat, 20/11/28, 22:23:57
1282,1606602339,3246.75,4504.5,6666.66,8.69,100.0,98957.25,0.0,45,1283, Sat, 20/11/28, 22:25:39
1283,1606602441,3225.8,4504.5,6756.75,8.71,100.0,98960.56,0.0,45,1284, Sat, 20/11/28, 22:27:21
1284,1606602543,3246.75,4504.5,6666.66,8.71,100.0,98942.06,0.0,45,1285, Sat, 20/11/28, 22:29:03
1285,1606602645,3246.75,4504.5,6666.66,8.81,100.0,98943.75,0.0,45,1286, Sat, 20/11/28, 22:30:45
1286,1606602747,3225.8,4504.5,6756.75,8.84,100.0,98947.74,0.0,45,1287, Sat, 20/11/28, 22:32:27
1287,1606602849,3246.75,4424.77,6666.66,8.76,100.0,98943.22,0.0,45,1288, Sat, 20/11/28, 22:34:09
1288,1606602951,3246.75,4504.5,6666.66,8.57,100.0,98944.31,0.0,45,1289, Sat, 20/11/28, 22:35:51
1289,1606603053,3246.75,4504.5,6666.66,8.47,100.0,98943.61,0.0,45,1290, Sat, 20/11/28, 22:37:33
1290,1606603155,3225.8,4464.28,6756.75,8.4,100.0,98946.22,0.0,45,1291, Sat, 20/11/28, 22:39:15
1291,1606603265,3225.8,4464.28,6756.75,8.4,100.0,98938.28,0.0,45,1292, Sat, 20/11/28, 22:41:05
1292,1606603375,3246.75,4424.77,6666.66,8.43,100.0,98938.80,0.0,45,1293, Sat, 20/11/28, 22:42:55
1293,1606603509,3246.75,4464.28,6756.75,8.55,100.0,98933.24,0.0,43,1294, Sat, 20/11/28, 22:45:09
1294,1606603611,3246.75,4464.28,6666.66,8.57,100.0,98926.81,0.0,45,1295, Sat, 20/11/28, 22:46:51
1295,1606603713,3225.8,4464.28,6756.75,8.59,100.0,98932.76,0.0,45,1296, Sat, 20/11/28, 22:48:33
1296,1606603815,3246.75,4424.77,6756.75,8.61,100.0,98928.99,0.0,45,1297, Sat, 20/11/28, 22:50:15
1297,1606603917,3267.97,4464.28,6666.66,8.64,100.0,98920.06,0.0,44,1298, Sat, 20/11/28, 22:51:57
1298,1606604020,3267.97,4464.28,6666.66,8.68,100.0,98925.85,0.0,45,1299, Sat, 20/11/28, 22:53:40
1299,1606604122,3267.97,4464.28,6756.75,8.67,100.0,98917.90,0.0,45,1300, Sat, 20/11/28, 22:55:22
1300,1606604224,3267.97,4464.28,6666.66,8.64,100.0,98919.89,0.0,45,1301, Sat, 20/11/28, 22:57:04
1301,1606604326,3246.75,4464.28,6756.75,8.75,100.0,98914.31,0.0,45,1302, Sat, 20/11/28, 22:58:46
1302,1606604428,3267.97,4385.96,6666.66,8.81,100.0,98915.49,0.0,45,1303, Sat, 20/11/28, 23:00:28
1303,1606604530,3267.97,4385.96,6666.66,8.84,100.0,98916.81,0.0,45,1304, Sat, 20/11/28, 23:02:10
1304,1606604632,3246.75,4385.96,6756.75,8.88,100.0,98917.35,0.0,45,1305, Sat, 20/11/28, 23:03:52
1305,1606604734,3246.75,4424.77,6756.75,8.92,100.0,98914.36,0.0,45,1306, Sat, 20/11/28, 23:05:34
1306,1606604844,3267.97,4424.77,6756.75,8.85,100.0,98914.18,0.0,45,1307, Sat, 20/11/28, 23:07:24
1307,1606604954,3267.97,4385.96,6666.66,8.76,100.0,98906.39,0.0,45,1308, Sat, 20/11/28, 23:09:14
1308,1606605064,3246.75,4385.96,6756.75,8.63,100.0,98909.49,0.0,45,1309, Sat, 20/11/28, 23:11:04
1309,1606605200,3246.75,4424.77,6756.75,8.56,100.0,98909.28,0.0,45,1310, Sat, 20/11/28, 23:13:20
1310,1606605302,3267.97,4424.77,6756.75,8.47,100.0,98908.28,0.0,45,1311, Sat, 20/11/28, 23:15:02
1311,1606605404,3267.97,4385.96,6666.66,8.39,100.0,98911.02,0.0,40,1312, Sat, 20/11/28, 23:16:44
1312,1606605506,3267.97,4424.77,6756.75,8.39,100.0,98908.56,0.0,45,1313, Sat, 20/11/28, 23:18:26
1313,1606605608,3267.97,4385.96,6666.66,8.31,100.0,98910.02,0.0,45,1314, Sat, 20/11/28, 23:20:08
1314,1606605710,3267.97,4347.82,6666.66,8.18,100.0,98906.95,0.0,45,1315, Sat, 20/11/28, 23:21:50
1315,1606605812,3267.97,4385.96,6756.75,8.1,100.0,98910.69,0.0,43,1316, Sat, 20/11/28, 23:23:32
1316,1606605914,3267.97,4385.96,6756.75,8.03,100.0,98907.70,0.0,45,1317, Sat, 20/11/28, 23:25:14
1317,1606606016,3267.97,4347.82,6849.31,8.1,100.0,98907.08,0.0,45,1318, Sat, 20/11/28, 23:26:56
1318,1606606118,3267.97,4347.82,6849.31,8.21,100.0,98914.70,0.0,45,1319, Sat, 20/11/28, 23:28:38
1319,1606606220,3267.97,4347.82,6849.31,8.34,100.0,98909.20,0.0,45,1320, Sat, 20/11/28, 23:30:20
1320,1606606322,3246.75,4385.96,6849.31,8.39,100.0,98902.31,0.0,45,1321, Sat, 20/11/28, 23:32:02
1321,1606606424,3267.97,4385.96,6756.75,8.43,100.0,98901.00,0.0,44,1322, Sat, 20/11/28, 23:33:44
1322,1606606536,3246.75,4347.82,6849.31,8.55,100.0,98899.72,0.0,44,1323, Sat, 20/11/28, 23:35:36
1323,1606606647,3267.97,4385.96,6849.31,8.63,100.0,98894.48,0.0,44,1324, Sat, 20/11/28, 23:37:27
1324,1606606781,3267.97,4385.96,6849.31,8.71,100.0,98906.70,0.0,44,1325, Sat, 20/11/28, 23:39:41
1325,1606606883,3289.47,4385.96,6849.31,8.72,100.0,98896.30,0.0,44,1326, Sat, 20/11/28, 23:41:23
1326,1606606986,3289.47,4385.96,6756.75,8.73,100.0,98895.:0,0.0,44,1327, Sat, 20/11/28, 23:43:06
1327,1606607089,3289.47,4385.96,6756.75,8.77,100.0,98891.20,0.0,44,1328, Sat, 20/11/28, 23:44:49
1328,1606607192,3289.47,4347.82,6849.31,8.6,100.0,98892.12,0.0,44,1329, Sat, 20/11/28, 23:46:32
1329,1606607295,3289.47,4347.82,6849.31,8.55,100.0,98884.85,0.0,44,1330, Sat, 20/11/28, 23:48:15
1330,1606607398,3289.47,4385.96,6756.75,8.52,100.0,98887.82,0.0,44,1331, Sat, 20/11/28, 23:49:58
1331,1606607501,3289.47,4310.34,6849.31,8.42,100.0,98888.76,0.0,44,1332, Sat, 20/11/28, 23:51:41
1332,1606607604,3289.47,4310.34,6756.75,8.4,100.0,98890.75,0.0,44,1333, Sat, 20/11/28, 23:53:24
1333,1606607707,3289.47,4347.82,6849.31,8.31,100.0,98896.82,0.0,37,1334, Sat, 20/11/28, 23:55:07
1334,1606607810,3289.47,4310.34,6756.75,8.31,100.0,98895.:0,0.0,44,1335, Sat, 20/11/28, 23:56:50
1335,1606607913,3289.47,4310.34,6849.31,8.27,100.0,98889.52,0.0,44,1336, Sat, 20/11/28, 23:58:33
1336,1606608016,3289.47,4310.34,6849.31,8.31,100.0,98882.12,0.0,44,1337, Sun, 20/11/29, 00:00:16
1337,1606608127,3289.47,4347.82,6849.31,8.31,100.0,98887.40,0.0,44,1338, Sun, 20/11/29, 00:02:07
1338,1606608238,3289.47,4347.82,6849.31,8.19,100.0,98891.11,0.0,44,1339, Sun, 20/11/29, 00:03:58
1339,1606608371,3267.97,4310.34,6849.31,8.18,100.0,98887.50,0.0,44,1340, Sun, 20/11/29, 00:06:11
1340,1606608474,3289.47,4310.34,6756.75,8.1,100.0,98886.80,0.0,44,1341, Sun, 20/11/29, 00:07:54
1341,1606608577,3289.47,4347.82,6250.0,8.1,100.0,98887.60,0.0,44,1342, Sun, 20/11/29, 00:09:37
1342,1606608680,3289.47,4310.34,5882.35,8.18,100.0,98881.38,0.0,44,1343, Sun, 20/11/29, 00:11:20
1343,1606608783,3289.47,4347.82,5747.12,8.31,100.0,98881.28,0.0,43,1344, Sun, 20/11/29, 00:13:03
1344,1606608886,3289.47,4310.34,5681.81,8.34,100.0,98879.98,0.0,43,1345, Sun, 20/11/29, 00:14:46
1345,1606608989,3289.47,4347.82,5494.5,8.35,100.0,98877.20,0.0,43,1346, Sun, 20/11/29, 00:16:29
1346,1606609092,3289.47,4347.82,5376.34,8.38,100.0,98869.78,0.0,43,1347, Sun, 20/11/29, 00:18:12
1347,1606609195,3311.25,4273.5,5319.14,8.44,100.0,98872.62,0.0,43,1348, Sun, 20/11/29, 00:19:55
1348,1606609298,3311.25,4347.82,5319.14,8.51,100.0,98884.35,0.0,43,1349, Sun, 20/11/29, 00:21:38
1349,1606609401,3289.47,4310.34,5319.14,8.57,100.0,98880.89,0.0,43,1350, Sun, 20/11/29, 00:23:21
1350,1606609504,3311.25,4273.5,5263.15,8.61,100.0,98871.65,0.0,43,1351, Sun, 20/11/29, 00:25:04
1351,1606609607,3311.25,4273.5,5263.15,8.68,100.0,98873.65,0.0,43,1352, Sun, 20/11/29, 00:26:47
1352,1606609719,3289.47,4273.5,5319.14,8.77,100.0,98870.06,0.0,39,1353, Sun, 20/11/29, 00:28:39
1353,1606609857,3311.25,4310.34,5208.33,8.88,100.0,98874.38,0.0,43,1354, Sun, 20/11/29, 00:30:57
1354,1606609960,3311.25,4273.5,5263.15,8.86,100.0,98874.22,0.0,43,1355, Sun, 20/11/29, 00:32:40
1355,1606610063,3311.25,4273.5,5208.33,8.85,100.0,98875.36,0.0,43,1356, Sun, 20/11/29, 00:34:23
1356,1606610166,3311.25,4273.5,5263.15,9.0,100.0,98860.65,0.0,43,1357, Sun, 20/11/29, 00:36:06
1357,1606610269,3311.25,4273.5,5263.15,9.15,100.0,98866.80,0.0,43,1358, Sun, 20/11/29, 00:37:49
1358,1606610372,3311.25,4273.5,5208.33,9.14,100.0,98871.42,0.0,43,1359, Sun, 20/11/29, 00:39:32
1359,1606610475,3311.25,4273.5,5263.15,9.11,100.0,98861.85,0.0,43,1360, Sun, 20/11/29, 00:41:15
1360,1606610578,3289.47,4273.5,5319.14,9.14,100.0,98861.69,0.0,43,1361, Sun, 20/11/29, 00:42:58
1361,1606610681,3311.25,4273.5,5376.34,9.14,100.0,98853.56,0.0,43,1362, Sun, 20/11/29, 00:44:41
1362,1606610784,3311.25,4310.34,5376.34,9.1,100.0,98865.64,0.0,43,1363, Sun, 20/11/29, 00:46:24
1363,1606610887,3311.25,4310.34,5434.78,9.06,100.0,98862.50,0.0,43,1364, Sun, 20/11/29, 00:48:07
1364,1606610990,3311.25,4273.5,5494.5,9.02,100.0,98856.74,0.0,43,1365, Sun, 20/11/29, 00:49:50
1365,1606611093,3311.25,4273.5,5494.5,8.98,100.0,98854.40,0.0,43,1366, Sun, 20/11/29, 00:51:33
1366,1606611204,3311.25,4310.34,5555.55,9.02,100.0,98855.06,0.0,43,1367, Sun, 20/11/29, 00:53:24
1367,1606611341,3311.25,4310.34,5555.55,9.06,100.0,98844.98,0.0,43,1368, Sun, 20/11/29, 00:55:41
1368,1606611444,3311.25,4273.5,5555.55,9.18,100.0,98842.85,0.0,43,1369, Sun, 20/11/29, 00:57:24
1369,1606611547,3311.25,4273.5,5555.55,9.3,100.0,98843.35,0.0,43,1370, Sun, 20/11/29, 00:59:07
1370,1606611650,3333.33,4273.5,5617.97,9.34,100.0,98847.30,0.0,43,1371, Sun, 20/11/29, 01:00:50
1371,1606611753,3333.33,4273.5,5681.81,9.31,100.0,98843.15,0.0,41,1372, Sun, 20/11/29, 01:02:33
1372,1606611856,3333.33,4273.5,5617.97,9.28,100.0,98840.02,0.0,43,1373, Sun, 20/11/29, 01:04:16
1373,1606611959,3333.33,4273.5,5617.97,9.23,100.0,98842.:0,0.0,43,1374, Sun, 20/11/29, 01:05:59
1374,1606612064,3333.33,4273.5,5617.97,9.18,100.0,98835.72,0.0,43,1375, Sun, 20/11/29, 01:07:44
1375,1606612168,3333.33,4273.5,5681.81,9.1,100.0,98838.36,0.0,43,1376, Sun, 20/11/29, 01:09:28
1376,1606612271,3333.33,4273.5,5681.81,9.05,100.0,98834.40,0.0,43,1377, Sun, 20/11/29, 01:11:11
1377,1606612375,3333.33,4273.5,5681.81,9.02,100.0,98840.88,0.0,43,1378, Sun, 20/11/29, 01:12:55
1378,1606612479,3333.33,4273.5,5681.81,9.02,100.0,98841.68,0.0,43,1379, Sun, 20/11/29, 01:14:39
1379,1606612582,3333.33,4347.82,5681.81,9.13,100.0,98838.05,0.0,43,1380, Sun, 20/11/29, 01:16:22
1380,1606612694,3333.33,4310.34,5747.12,9.15,100.0,98836.06,0.0,43,1381, Sun, 20/11/29, 01:18:14
1381,1606612806,3333.33,4273.5,5747.12,9.09,100.0,98824.35,0.0,43,1382, Sun, 20/11/29, 01:20:06
1382,1606612917,3333.33,4273.5,5747.12,9.0,100.0,98828.80,0.0,43,1383, Sun, 20/11/29, 01:21:57
1383,1606613054,3333.33,4273.5,5747.12,9.02,100.0,98831.10,0.0,42,1384, Sun, 20/11/29, 01:24:14
1384,1606613157,3333.33,4310.34,5747.12,9.03,100.0,98832.94,0.0,43,1385, Sun, 20/11/29, 01:25:57
1385,1606613260,3333.33,4273.5,5747.12,8.96,100.0,98836.38,0.0,43,1386, Sun, 20/11/29, 01:27:40
1386,1606613364,3333.33,4310.34,5813.95,8.93,100.0,98830.42,0.0,42,1387, Sun, 20/11/29, 01:29:24
1387,1606613468,3333.33,4273.5,5882.35,8.92,100.0,98829.76,0.0,42,1388, Sun, 20/11/29, 01:31:08
1388,1606613572,3333.33,4347.82,5813.95,8.93,100.0,98830.60,0.0,41,1389, Sun, 20/11/29, 01:32:52
1389,1606613676,3333.33,4347.82,5813.95,8.97,100.0,98827.48,0.0,42,1390, Sun, 20/11/29, 01:34:36
1390,1606613780,3333.33,4347.82,5813.95,9.05,100.0,98830.95,0.0,42,1391, Sun, 20/11/29, 01:36:20
1391,1606613884,3355.7,4347.82,5813.95,9.09,100.0,98834.08,0.0,42,1392, Sun, 20/11/29, 01:38:04
1392,1606613988,3355.7,4347.82,5813.95,9.14,100.0,98835.24,0.0,42,1393, Sun, 20/11/29, 01:39:48
1393,1606614093,3355.7,4347.82,5813.95,9.25,100.0,98835.06,0.0,42,1394, Sun, 20/11/29, 01:41:33
1394,1606614197,3355.7,4347.82,5813.95,9.26,100.0,98832.26,0.0,42,1395, Sun, 20/11/29, 01:43:17
1395,1606614301,3378.37,4310.34,5882.35,9.18,100.0,98834.75,0.0,42,1396, Sun, 20/11/29, 01:45:01
1396,1606614413,3355.7,4310.34,5882.35,9.11,100.0,98835.40,0.0,42,1397, Sun, 20/11/29, 01:46:53
1397,1606614525,3355.7,4347.82,5882.35,9.14,100.0,98826.32,0.0,42,1398, Sun, 20/11/29, 01:48:45
1398,1606614637,3378.37,4310.34,5952.38,9.13,100.0,98821.35,0.0,42,1399, Sun, 20/11/29, 01:50:37
1399,1606614749,3355.7,4347.82,5952.38,9.02,100.0,98832.10,0.0,42,1400, Sun, 20/11/29, 01:52:29
1400,1606614861,3355.7,4347.82,5952.38,8.94,100.0,98824.98,0.0,42,1401, Sun, 20/11/29, 01:54:21
1401,1606614973,3355.7,4310.34,5952.38,8.97,100.0,98826.64,0.0,42,1402, Sun, 20/11/29, 01:56:13
1402,1606615085,3355.7,4310.34,5952.38,9.14,100.0,98829.11,0.0,42,1403, Sun, 20/11/29, 01:58:05
1403,1606615197,3355.7,4347.82,5952.38,9.13,100.0,98825.00,0.0,42,1404, Sun, 20/11/29, 01:59:57
1404,1606615309,3355.7,4310.34,5882.35,9.06,100.0,98823.81,0.0,42,1405, Sun, 20/11/29, 02:01:49
1405,1606615441,3355.7,4347.82,5952.38,9.01,100.0,98820.02,0.0,42,1406, Sun, 20/11/29, 02:04:01
1406,1606615547,3378.37,4310.34,5952.38,8.89,100.0,98807.95,0.0,42,1407, Sun, 20/11/29, 02:05:47
1407,1606615651,3355.7,4347.82,5952.38,8.84,100.0,98811.25,0.0,42,1408, Sun, 20/11/29, 02:07:31
1408,1606615755,3401.36,4310.34,6024.09,8.77,100.0,98814.55,0.0,42,1409, Sun, 20/11/29, 02:09:15
1409,1606615859,3378.37,4347.82,5882.35,8.65,100.0,98823.78,0.0,42,1410, Sun, 20/11/29, 02:10:59
1410,1606615963,3378.37,4347.82,6024.09,8.56,100.0,98818.49,0.0,42,1411, Sun, 20/11/29, 02:12:43
1411,1606616067,3401.36,4310.34,6024.09,8.48,100.0,98816.80,0.0,42,1412, Sun, 20/11/29, 02:14:27
1412,1606616171,3378.37,4347.82,5952.38,8.36,100.0,98813.64,0.0,42,1413, Sun, 20/11/29, 02:16:11
1413,1606616275,3378.37,4347.82,5952.38,8.3,100.0,98822.38,0.0,42,1414, Sun, 20/11/29, 02:17:55
1414,1606616379,3401.36,4310.34,6024.09,8.26,100.0,98816.56,0.0,42,1415, Sun, 20/11/29, 02:19:39
1415,1606616483,3378.37,4347.82,5952.38,8.27,100.0,98826.:0,0.0,42,1416, Sun, 20/11/29, 02:21:23
1416,1606616589,3378.37,4347.82,5952.38,8.28,100.0,98822.38,0.0,42,1417, Sun, 20/11/29, 02:23:09
1417,1606616693,3378.37,4347.82,5952.38,8.31,100.0,98819.74,0.0,42,1418, Sun, 20/11/29, 02:24:53
1418,1606616805,3401.36,4310.34,6024.09,8.3,100.0,98821.38,0.0,42,1419, Sun, 20/11/29, 02:26:45
1419,1606616917,3401.36,4310.34,6024.09,8.15,100.0,98829.88,0.0,42,1420, Sun, 20/11/29, 02:28:37
1420,1606617029,3378.37,4347.82,6024.09,8.14,100.0,98824.60,0.0,42,1421, Sun, 20/11/29, 02:30:29
1421,1606617141,3378.37,4347.82,6024.09,8.31,100.0,98820.40,0.0,42,1422, Sun, 20/11/29, 02:32:21
1422,1606617252,3378.37,4347.82,6097.56,8.38,100.0,98819.75,0.0,42,1423, Sun, 20/11/29, 02:34:12
1423,1606617364,3401.36,4310.34,6024.09,8.36,100.0,98820.74,0.0,40,1424, Sun, 20/11/29, 02:36:04
1424,1606617504,3401.36,4310.34,6097.56,8.3,100.0,98815.25,0.0,42,1425, Sun, 20/11/29, 02:38:24
1425,1606617608,3401.36,4310.34,6024.09,8.31,100.0,98819.56,0.0,41,1426, Sun, 20/11/29, 02:40:08
1426,1606617714,3424.65,4310.34,6097.56,8.22,100.0,98816.88,0.0,41,1427, Sun, 20/11/29, 02:41:54
1427,1606617819,3401.36,4347.82,6097.56,8.1,100.0,98825.24,0.0,41,1428, Sun, 20/11/29, 02:43:39
1428,1606617924,3401.36,4347.82,6097.56,8.05,100.0,98826.52,0.0,41,1429, Sun, 20/11/29, 02:45:24
1429,1606618028,3401.36,4347.82,6097.56,8.02,100.0,98830.31,0.0,41,1430, Sun, 20/11/29, 02:47:08
1430,1606618132,3401.36,4347.82,6097.56,8.05,100.0,98830.15,0.0,41,1431, Sun, 20/11/29, 02:48:52
1431,1606618237,3401.36,4347.82,6097.56,8.17,100.0,98826.24,0.0,41,1432, Sun, 20/11/29, 02:50:37
1432,1606618342,3401.36,4347.82,6097.56,8.02,100.0,98831.31,0.0,37,1433, Sun, 20/11/29, 02:52:22
